Created,9/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,State,Disability,Age 3,Age 4,Age 5,Age 3 to 5,"Hispanic/Latino 
Age 3 to 5 
","American Indian or
Alaska Native 
Age 3 to 5 
","Asian 
Age 3 to 5 
","Black or 
African American
Age 3 to 5 
","Native Hawaiian 
or Other Pacific Islander
Age 3 to 5 
","White
Age 3 to 5 
","Two or more races
Age 3 to 5 
","Age 3-5
 R/E
total ",Age 6,Age 7,Age 8,Age 9,Age 10,Age 11,Age 6 to 11,Age 12,Age 13,Age 14,Age 15,Age 16,Age 17,Age 6 to 17,Age 12 to 17,Age 18,Age 19,Age 20,Age 21,Age 18 to 21,Age 14 to 21,Age 6 to 21,Age 3 to 21,"Hispanic/Latino
Age 6 to 21
","

American Indian 
or Alaska Native 
Age 6 to 21 
","Asian 
Age 6 to 21 
","Black or 
African American
Age 6 to 21 
","Native Hawaiian 
or Other Pacific Islander
Age 6 to 21
","White
Age 6 to 21
","Two or more races
Age 6 to 21 
","Age 6 to 21
 R/E
total "
2011,Kansas                                                 ,Orthopedic impairments             ,17,14,14,45,         x,         x,         x,         x,0,34,0,45,         x,24,23,22,         x,27,135,         x,         x,         x,16,18,20,225,90,8,         x,6,         x,20,88,245,290,30,         x,5,6,         x,184,18,245
2011,Kansas                                                 ,Other health impairments           ,23,36,55,114,20,0,         x,         x,0,83,5,114,153,233,349,451,567,654,"2,407",670,692,661,731,697,637,"6,495","4,088",321,72,24,6,423,"3,149","6,918","7,032",562,76,32,651,7,"4,969",621,"6,918"
2011,Kansas                                                 ,Specific learning disabilities     ,0,         x,         x,36,8,0,         x,         x,0,23,0,36,182,542,"1,114","1,793","2,229","2,419","8,279","2,513","2,356","2,289","2,127","2,139","2,015","21,718","13,439","1,062",114,         x,         x,"1,204","9,774","22,922","22,958","4,199",414,233,"2,500",24,"14,036","1,516","22,922"
2011,Kansas                                                 ,Deaf-blindness                     ,         x,         x,0,         x,         x,0,0,0,0,         x,0,         x,         x,         x,0,         x,0,0,         x,         x,         x,         x,0,         x,         x,11,         x,         x,         x,         x,         x,7,13,18,         x,         x,0,         x,0,0,12,         x,         x
2011,Kansas                                                 ,Multiple disabilities              ,24,32,38,94,15,0,         x,         x,0,65,7,94,65,57,92,151,167,198,730,175,195,232,237,223,234,"2,026","1,296",150,70,57,25,302,"1,228","2,328","2,422",216,41,         x,188,         x,"1,484",368,"2,328"
2011,Kansas                                                 ,Autism                             ,79,91,138,308,41,         x,6,18,         x,224,17,308,194,178,233,215,226,258,"1,304",225,187,168,162,144,139,"2,329","1,025",93,54,41,9,197,810,"2,526","2,834",239,         x,57,212,         x,"1,642",350,"2,526"
2011,Kansas                                                 ,Traumatic brain injury             ,         x,         x,         x,         x,         x,0,0,0,0,         x,0,         x,         x,         x,10,         x,         x,11,         x,16,         x,         x,15,19,25,150,         x,9,6,         x,         x,20,89,170,         x,26,         x,         x,17,         x,101,19,         x
2011,Kansas                                                 ,Developmental delay                ,"1,581","2,169","2,099","5,849",982,         x,109,398,         x,"3,991",270,"5,849","1,659","1,507","1,097",582,         -,         -,"4,845",         -,         -,         -,         -,         -,         -,"4,845",         -,         -,         -,         -,         -,         -,         -,"4,845","10,694",782,62,46,430,5,"3,138",382,"4,845"
2011,Kansas                                                 ,All disabilities                   ,"2,602","3,760","4,236","10,598","1,555",145,183,612,20,"7,647",436,"10,598","4,310","4,422","4,712","4,920","4,751","4,703","27,818","4,486","4,254","4,089","3,939","3,972","3,731","52,289","24,471","2,044",502,271,105,"2,922","18,653","55,211","65,809","7,995",797,628,"5,378",63,"35,303","5,047","55,211"
2011,Kentucky                                               ,Intellectual disabilities             ,         x,         x,75,91,8,0,         x,11,0,69,         x,91,158,335,575,"1,131","1,200","1,423","4,822","1,359","1,389","1,422","1,487","1,372","1,399","13,250","8,428",993,311,107,21,"1,432","7,112","14,682","14,773",297,         x,57,"1,892",         x,"12,243",175,"14,682"
2011,Kentucky                                               ,Hearing impairments                ,41,39,42,122,10,0,         x,15,0,89,         x,122,39,54,62,54,71,47,327,46,60,49,45,42,28,597,270,28,5,0,0,33,197,630,752,24,         x,15,54,         x,520,14,630
2011,Kentucky                                               ,Speech or language impairments     ,"1,848","3,446","4,265","9,559",385,11,74,674,9,"8,140",266,"9,559","4,602","4,191","3,445","2,650","1,861","1,181","17,930",711,403,208,89,62,42,"19,445","1,515",         x,         x,0,0,29,430,"19,474","29,033",733,35,196,"1,685",15,"16,426",384,"19,474"
2011,Kentucky                                               ,Visual impairments                 ,14,20,34,68,         x,0,         x,11,0,52,         x,68,39,41,36,45,44,41,246,40,37,28,35,52,35,473,227,17,         x,         x,0,20,170,493,561,12,         x,         x,44,0,430,         x,493
2011,Kentucky                                               ,Emotional disturbance              ,0,         x,         x,12,0,0,0,         x,0,         x,0,12,34,133,200,322,400,481,"1,570",526,491,506,568,557,480,"4,698","3,128",193,         x,         x,0,224,"2,335","4,922","4,934",104,10,         x,"1,137",         x,"3,498",164,"4,922"
2011,Kentucky                                               ,Orthopedic impairments             ,23,30,37,90,         x,0,         x,7,0,78,         x,90,36,48,45,45,38,27,239,28,29,27,28,40,26,417,178,16,5,0,0,21,142,438,528,12,0,5,39,0,374,8,438
2011,Kentucky                                               ,Other health impairments           ,31,37,40,108,         x,0,0,9,0,93,         x,108,151,331,619,"1,114","1,322","1,366","4,903","1,400","1,517","1,461","1,407","1,348","1,163","13,199","8,296",648,87,7,0,742,"6,121","13,941","14,049",239,         x,44,"2,154",         x,"11,145",330,"13,941"
2011,Kentucky                                               ,Specific learning disabilities     ,         x,         x,5,10,0,0,0,         x,0,         x,0,10,33,173,476,"1,149","1,453","1,676","4,960","1,490","1,451","1,389","1,283","1,260","1,233","13,066","8,106",765,107,6,0,878,"6,043","13,944","13,954",640,36,         x,"1,729",         x,"11,233",273,"13,944"
2011,Kentucky                                               ,Deaf-blindness                     ,0,         x,0,         x,0,0,0,0,0,         x,0,         x,         x,0,         x,         x,         x,         x,         x,0,         x,0,         x,         x,0,         x,         x,0,         x,0,0,         x,5,16,         x,         x,0,0,         x,0,10,         x,         x
2011,Kentucky                                               ,Multiple disabilities              ,36,37,54,127,7,0,         x,11,         x,104,         x,127,79,78,96,130,153,201,737,220,224,222,234,236,220,"2,093","1,356",166,96,         x,         x,317,"1,229","2,410","2,537",55,         x,13,249,         x,"2,051",39,"2,410"
2011,Kentucky                                               ,Autism                             ,101,148,223,472,34,         x,         x,44,0,366,20,472,275,294,334,380,376,389,"2,048",322,315,272,277,213,197,"3,644","1,596",140,66,         x,         x,262,"1,221","3,906","4,378",95,         x,         x,410,0,"3,279",66,"3,906"
2011,Kentucky                                               ,Traumatic brain injury             ,0,         x,         x,         x,         x,0,0,         x,0,6,0,         x,         x,11,         x,         x,         x,         x,         x,9,         x,20,         x,         x,25,         x,         x,         x,         x,         x,0,         x,104,207,         x,         x,         x,         x,         x,         x,172,         x,         x
2011,Kentucky                                               ,Developmental delay                ,"1,645","2,525","2,584","6,754",417,         x,63,741,         x,"5,310",216,"6,754","2,284","2,250","1,766",         -,         -,         -,"6,300",         -,         -,         -,         -,         -,         -,"6,300",         -,         -,         -,         -,         -,         -,         -,"6,300","13,054",247,         x,36,842,         x,"5,013",151,"6,300"
2011,Kentucky                                               ,All disabilities                   ,"3,747","6,301","7,374","17,422",869,16,155,"1,527",13,"14,327",515,"17,422","7,737","7,939","7,667","7,035","6,937","6,855","44,170","6,151","5,933","5,604","5,474","5,205","4,848","77,385","33,215","3,004",715,226,33,"3,978","25,109","81,363","98,785","2,468",142,461,"10,259",30,"66,394","1,609","81,363"
2011,Louisiana                                              ,Intellectual disabilities             ,18,27,39,84,6,0,         x,44,0,32,         x,84,66,106,213,524,604,671,"2,184",657,664,703,666,727,687,"6,288","4,104",534,344,148,106,"1,132","3,915","7,420","7,504",135,57,33,"4,773",         x,"2,397",         x,"7,420"
2011,Louisiana                                              ,Hearing impairments                ,51,56,60,167,10,         x,         x,60,0,89,         x,167,56,66,70,96,95,104,487,101,114,99,80,92,79,"1,052",565,69,28,         x,         x,104,454,"1,156","1,323",59,15,10,494,0,568,10,"1,156"
2011,Louisiana                                              ,Speech or language impairments     ,872,"1,615","2,509","4,996",164,         x,59,"1,630",         x,"3,040",75,"4,996","2,650","2,601","2,512","2,252","1,858","1,425","13,298",969,689,469,286,196,146,"16,053","2,755",65,         x,         x,0,91,"1,188","16,144","21,140",483,139,155,"6,378",8,"8,836",145,"16,144"
2011,Louisiana                                              ,Visual impairments                 ,         x,20,         x,51,         x,0,0,22,0,25,         x,51,19,47,35,47,39,48,235,33,39,         x,29,38,41,         x,         x,         x,9,         x,         x,         x,161,468,519,         x,         x,6,204,0,242,         x,468
2011,Louisiana                                              ,Emotional disturbance              ,0,0,         x,         x,0,0,0,         x,0,         x,0,         x,11,22,45,94,125,145,442,169,196,218,221,241,210,"1,697","1,255",113,42,13,12,180,"1,070","1,877",         x,29,12,5,"1,100",         x,716,14,         x
2011,Louisiana                                              ,Orthopedic impairments             ,56,52,53,161,10,0,         x,55,0,88,         x,161,57,56,91,92,79,97,472,96,97,92,78,77,82,994,522,50,22,13,9,94,423,"1,088","1,249",31,11,10,433,0,598,5,"1,088"
2011,Louisiana                                              ,Other health impairments           ,62,114,166,342,22,         x,         x,108,0,198,8,342,160,239,441,717,807,893,"3,257",969,"1,068",977,970,914,751,"8,906","5,649",415,123,37,11,586,"4,198","9,492","9,834",188,49,31,"3,811",7,"5,339",67,"9,492"
2011,Louisiana                                              ,Specific learning disabilities     ,0,0,0,0,0,0,0,0,0,0,0,0,13,179,584,"1,550","1,979","2,286","6,591","2,340","2,380","2,557","2,561","2,642","2,260","21,331","14,740","1,444",505,92,14,"2,055","12,075","23,386","23,386",521,224,87,"13,170",5,"9,248",131,"23,386"
2011,Louisiana                                              ,Deaf-blindness                     ,0,0,0,0,         x,0,0,0,0,0,0,         x,0,0,         x,0,0,0,         x,0,0,         x,0,0,         x,         x,         x,         x,         x,0,0,         x,         x,         x,         x,0,0,0,         x,0,         x,0,         x
